d_A,R_A,ratio_multipole_to_point
1.0,5.96969696969697,0.9895688351608479
1.0,6.04040404040404,0.9898095496671927
1.0,6.111111111111111,0.9900420498370032
1.0,6.181818181818182,0.9902667042031372
1.0,6.252525252525253,0.9904838609156801
1.0,6.3232323232323235,0.9906938490763145
1.0,6.393939393939394,0.9908969799721533
1.0,6.4646464646464645,0.9910935482175677
1.0,6.535353535353535,0.9912838328117562
1.0,6.6060606060606055,0.991468098119062
1.0,6.6767676767676765,0.9916465947784086
1.0,6.747474747474747,0.9918195605476355
1.0,6.818181818181818,0.9919872210879933
1.0,6.888888888888889,0.9921497906935863
1.0,6.959595959595959,0.9923074729701199
1.0,7.03030303030303,0.992460461466938
1.0,7.101010101010101,0.9926089402659722
1.0,7.171717171717171,0.9927530845309269
1.0,7.242424242424242,0.9928930610197282
1.0,7.313131313131313,0.9930290285630163
1.0,7.383838383838384,0.9931611385112202
1.0,7.454545454545454,0.9932895351525487
1.0,7.525252525252525,0.9934143561040341
1.0,7.595959595959596,0.9935357326775921
1.0,7.666666666666666,0.9936537902229042
1.0,7.737373737373737,0.9937686484487788
1.0,7.808080808080808,0.9938804217245196
1.0,7.878787878787879,0.9939892193627108
1.0,7.949494949494949,0.9940951458847068
1.0,8.02020202020202,0.9941983012700344
1.0,8.09090909090909,0.9942987811907976
1.0,8.161616161616163,0.9943966772321171
1.0,8.232323232323232,0.9944920770995372
1.0,8.303030303030303,0.9945850648142736
1.0,8.373737373737374,0.9946757208971145
1.0,8.444444444444445,0.9947641225417129
1.0,8.515151515151516,0.9948503437779689
1.0,8.585858585858585,0.9949344556261397
1.0,8.656565656565657,0.9950165262422758
1.0,8.727272727272727,0.995096621055534
1.0,8.797979797979798,0.9951748028978835
1.0,8.868686868686869,0.995251132126678
1.0,8.93939393939394,0.995325666740542
1.0,9.01010101010101,0.9953984624889836
1.0,9.08080808080808,0.9954695729761163
1.0,9.151515151515152,0.9955390497588514
1.0,9.222222222222221,0.9956069424398927
1.0,9.292929292929292,0.9956732987558451
1.0,9.363636363636363,0.9957381646607318
1.0,9.434343434343434,0.9958015844051838
1.0,9.505050505050505,0.9958636006115636
1.0,9.575757575757574,0.9959242543452548
1.0,9.646464646464647,0.9959835851823418
1.0,9.717171717171716,0.9960416312738837
1.0,9.787878787878787,0.9960984294069812
1.0,9.858585858585858,0.996154015062814
1.0,9.929292929292929,0.9962084224718205
1.0,10.0,0.9962616846661793
2.0,3.0,0.8538149682454625
2.0,3.0707070707070705,0.8596784792953761
2.0,3.1414141414141414,0.865211332540306
2.0,3.212121212121212,0.8704367202090714
2.0,3.282828282828283,0.8753759572559867
2.0,3.3535353535353534,0.880048646125884
2.0,3.4242424242424243,0.8844728270192049
2.0,3.494949494949495,0.8886651147261507
2.0,3.5656565656565657,0.8926408230921355
2.0,3.6363636363636362,0.8964140781441398
2.0,3.707070707070707,0.8999979208584482
2.0,3.7777777777777777,0.9034044004914371
2.0,3.8484848484848486,0.9066446593313698
2.0,3.919191919191919,0.9097290096638583
2.0,3.9898989898989896,0.9126670036790903
2.0,4.0606060606060606,0.9154674969865598
2.0,4.1313131313131315,0.9181387063438436
2.0,4.202020202020202,0.9206882621504896
2.0,4.2727272727272725,0.9231232562065669
2.0,4.343434343434343,0.9254502851879536
2.0,4.414141414141414,0.927675490246949
2.0,4.484848484848484,0.9298045931071164
2.0,4.555555555555555,0.931842928985208
2.0,4.626262626262626,0.933795476640349
2.0,4.696969696969697,0.935666885821103
2.0,4.767676767676767,0.9374615023543819
2.0,4.838383838383838,0.9391833910961088
2.0,4.909090909090909,0.9408363569419094
2.0,4.979797979797979,0.9424239640766151
2.0,5.05050505050505,0.9439495536238607
2.0,5.121212121212121,0.9454162598413021
2.0,5.191919191919192,0.9468270249928293
2.0,5.262626262626263,0.9481846130164486
2.0,5.333333333333333,0.949491622095043
2.0,5.404040404040404,0.9507504962269883
2.0,5.474747474747474,0.9519635358843241
2.0,5.545454545454545,0.9531329078378986
2.0,5.616161616161616,0.9542606542214161
2.0,5.686868686868687,0.955348700899589
2.0,5.757575757575758,0.9563988651995429
2.0,5.828282828282829,0.9574128630591561
2.0,5.898989898989899,0.9583923156410955
2.0,5.96969696969697,0.9593387554568769
2.0,6.04040404040404,0.9602536320412599
2.0,6.111111111111111,0.9611383172136808
2.0,6.181818181818182,0.961994109960149
2.0,6.252525252525253,0.9628222409660798
2.0,6.3232323232323235,0.9636238768278598
2.0,6.393939393939394,0.964400123968518
2.0,6.4646464646464645,0.965152032280683
2.0,6.535353535353535,0.9658805985180153
2.0,6.6060606060606055,0.9665867694544981
2.0,6.6767676767676765,0.9672714448293316
2.0,6.747474747474747,0.9679354800936854
2.0,6.818181818181818,0.9685796889742151
2.0,6.888888888888889,0.9692048458670037
2.0,6.959595959595959,0.9698116880744864
2.0,7.03030303030303,0.970400917896879
2.0,7.101010101010101,0.9709732045887072
2.0,7.171717171717171,0.971529186190181
2.0,7.242424242424242,0.972069471242389
2.0,7.313131313131313,0.9725946403945667
2.0,7.383838383838384,0.9731052479110588
2.0,7.454545454545454,0.9736018230849932
2.0,7.525252525252525,0.9740848715651478
2.0,7.595959595959596,0.9745548766019908
2.0,7.666666666666666,0.9750123002184224
2.0,7.737373737373737,0.9754575843103287
2.0,7.808080808080808,0.9758911516816703
2.0,7.878787878787879,0.9763134070184887
2.0,7.949494949494949,0.9767247378058699
2.0,8.02020202020202,0.9771255151916323
2.0,8.09090909090909,0.9775160948002107
2.0,8.161616161616163,0.9778968174999715
2.0,8.232323232323232,0.9782680101269535
2.0,8.303030303030303,0.9786299861678182
2.0,8.373737373737374,0.978983046404601
2.0,8.444444444444445,0.9793274795236636
2.0,8.515151515151516,0.9796635626910889
2.0,8.585858585858585,0.9799915620965963
2.0,8.656565656565657,0.9803117334679237
2.0,8.727272727272727,0.9806243225574774
2.0,8.797979797979798,0.9809295656029372
2.0,8.868686868686869,0.9812276897633856
2.0,8.93939393939394,0.9815189135324283
2.0,9.01010101010101,0.9818034471296769
2.0,9.08080808080808,0.9820814928718647
2.0,9.151515151515152,0.9823532455247983
2.0,9.222222222222221,0.9826188926372564
2.0,9.292929292929292,0.9828786148578815
2.0,9.363636363636363,0.9831325862360443
2.0,9.434343434343434,0.9833809745075882
2.0,9.505050505050505,0.9836239413663234
2.0,9.575757575757574,0.9838616427220594
2.0,9.646464646464647,0.9840942289459417
2.0,9.717171717171716,0.9843218451037864
2.0,9.787878787878787,0.9845446311780862
2.0,9.858585858585858,0.9847627222793027
2.0,9.929292929292929,0.9849762488470285
2.0,10.0,0.9851853368415734
