R_Ang,ratio_d_0.0_Ang,ratio_d_1.0_Ang,ratio_d_2.0_Ang
6.693467336683417,1.0,0.9916879362950541,0.9674301081012399
6.7286432160804015,1.0,0.9917740217033585,0.9677605963457072
6.763819095477387,1.0,0.9918587796874424,0.9680861256414354
6.798994974874372,1.0,0.9919422373377127,0.9684067937800441
6.834170854271356,1.0,0.9920244210585607,0.968722696177716
6.869346733668342,1.0,0.9921053565890579,0.9690339259433979
6.9045226130653266,1.0,0.9921850690229248,0.9693405739447568
6.939698492462312,1.0,0.99226358282781,0.9696427288719675
6.974874371859297,1.0,0.9923409218638994,0.969940477299413
7.010050251256281,1.0,0.9924171094018849,0.9702339037453808
7.045226130653266,1.0,0.9924921681403169,0.9705230907298187
7.080402010050252,1.0,0.9925661202223689,0.9708081188302305
7.115577889447236,1.0,0.9926389872520265,0.9710890667357702
7.150753768844221,1.0,0.9927107903097362,0.9713660112996079
7.185929648241206,1.0,0.9927815499675231,0.9716390275896231
7.221105527638191,1.0,0.9928512863036055,0.9719081889374902
7.256281407035176,1.0,0.9929200189165227,0.9721735669862125
7.291457286432161,1.0,0.9929877669387922,0.9724352317361554
7.326633165829145,1.0,0.9930545490501194,0.972693251589641
7.36180904522613,1.0,0.9931203834901708,0.9729476933941457
7.396984924623116,1.0,0.9931852880709309,0.9731986224841568
7.432160804020101,1.0,0.993249280188657,0.9734461027217304
7.467336683417085,1.0,0.9933123768354457,0.9736901965357979
7.50251256281407,1.0,0.9933745946104288,0.9739309649602677
7.5376884422110555,1.0,0.9934359497306051,0.9741684676709553
7.57286432160804,1.0,0.9934964580413327,0.9744027630213937
7.608040201005025,1.0,0.9935561350264807,0.9746339080775513
7.64321608040201,1.0,0.9936149958182635,0.9748619586515032
7.678391959798995,1.0,0.9936730552067645,0.9750869693340863
7.71356783919598,1.0,0.9937303276491595,0.9753089935265761
7.748743718592965,1.0,0.9937868272786528,0.9755280834714168
7.78391959798995,1.0,0.9938425679131349,0.9757442902820364
7.819095477386934,1.0,0.9938975630635708,0.9759576639717765
7.8542713567839195,1.0,0.9939518259421333,0.9761682534819709
7.889447236180905,1.0,0.9940053694700814,0.9763761067091952
7.924623115577889,1.0,0.9940582062854013,0.9765812705317198
7.959798994974874,1.0,0.9941103487502136,0.9767837908351901
7.994974874371859,1.0,0.9941618089579549,0.9769837125375601
8.030150753768844,1.0,0.9942125987403458,0.9771810796133031
8.065326633165828,1.0,0.9942627296741441,0.9773759351169277
8.100502512562814,1.0,0.9943122130877018,0.9775683212058112
8.1356783919598,1.0,0.9943610600673216,0.9777582791623848
8.170854271356784,1.0,0.9944092814634282,0.977945849415685
8.206030150753769,1.0,0.9944568878965541,0.9781310715622913
8.241206030150753,1.0,0.9945038897631526,0.9783139843866719
8.276381909547737,1.0,0.9945502972412373,0.9784946258809563
8.311557788944723,1.0,0.9945961202958581,0.9786730332641509
8.34673366834171,1.0,0.994641368684419,0.9788492430008191
8.381909547738694,1.0,0.9946860519618406,0.9790232908192381
8.417085427135678,1.0,0.9947301794855721,0.979195211729054
8.452261306532662,1.0,0.9947737604204648,0.9793650400384458
8.487437185929648,1.0,0.9948168037434992,0.9795328093708172
8.522613065326633,1.0,0.9948593182483829,0.9796985526810309
8.557788944723619,1.0,0.9949013125500147,0.9798623022711969
8.592964824120603,1.0,0.994942795088824,0.9800240898060312
8.628140703517587,1.0,0.9949837741349891,0.9801839463277972
8.663316582914572,1.0,0.9950242577925321,0.9803419022708426
8.698492462311558,1.0,0.9950642540033078,0.9804979874757435
8.733668341708544,1.0,0.995103770550874,0.9806522312030699
8.768844221105528,1.0,0.9951428150642572,0.9808046621467821
8.804020100502512,1.0,0.9951813950216163,0.9809553084472676
8.839195979899497,1.0,0.9952195177538034,0.9811041977040362
8.874371859296481,1.0,0.995257190447826,0.9812513569880733
8.909547738693467,1.0,0.9952944201502187,0.9813968128538704
8.944723618090453,1.0,0.9953312137703189,0.9815405913511407
8.979899497487438,1.0,0.9953675780834549,0.9816827180362222
9.015075376884422,1.0,0.9954035197340517,0.9818232179831896
9.050251256281406,1.0,0.9954390452386483,0.9819621157946715
9.085427135678392,1.0,0.995474160988837,0.9820994356123917
9.120603015075377,1.0,0.995508873254122,0.9822352011274338
9.155778894472363,1.0,0.9955431881847063,0.9823694355902464
9.190954773869347,1.0,0.9955771118142007,0.9825021618203854
9.226130653266331,1.0,0.9956106500622627,0.9826334022160153
9.261306532663315,1.0,0.9956438087371663,0.9827631787631591
9.296482412060302,1.0,0.9956765935383052,0.9828915130447217
9.331658291457288,1.0,0.9957090100586291,0.9830184262492796
9.366834170854272,1.0,0.995741063787018,0.9831439391796515
9.402010050251256,1.0,0.9957727601105941,0.9832680722612512
9.43718592964824,1.0,0.9958041043169749,0.983390845550236
9.472361809045225,1.0,0.9958351015964682,0.9835122787414453
9.507537688442211,1.0,0.9958657570442099,0.9836323911761466
9.542713567839197,1.0,0.9958960756622491,0.9837512018495886
9.577889447236181,1.0,0.9959260623615783,0.9838687294183652
9.613065326633166,1.0,0.9959557219641133,0.9839849922076015
9.64824120603015,1.0,0.9959850592046231,0.9841000082179606
9.683417085427136,1.0,0.9960140787326107,0.984213795132482
9.71859296482412,1.0,0.9960427851141467,0.98432637032325
9.753768844221106,1.0,0.9960711828336581,0.984437750857903
9.78894472361809,1.0,0.9960992762956713,0.9845479535059835
9.824120603015075,1.0,0.9961270698265142,0.9846569947451345
9.85929648241206,1.0,0.9961545676759711,0.9847648907671491
9.894472361809045,1.0,0.9961817740189041,0.984871657483872
9.929648241206031,1.0,0.9962086929568285,0.9849773105329631
9.964824120603016,1.0,0.9962353285194523,0.9850818652835203
10.0,1.0,0.9962616846661794,0.9851853368415735
