R_Ang,d_Ang,ratio
9.296482412060302,0.010050251256281407,0.999999561724046
9.331658291457288,0.010050251256281407,0.9999995650219977
9.366834170854272,0.010050251256281407,0.9999995682828645
9.402010050251256,0.010050251256281407,0.9999995715071999
9.43718592964824,0.010050251256281407,0.9999995746955476
9.472361809045225,0.010050251256281407,0.9999995778484413
9.507537688442211,0.010050251256281407,0.9999995809664046
9.542713567839197,0.010050251256281407,0.9999995840499516
9.577889447236181,0.010050251256281407,0.9999995870995875
9.613065326633166,0.010050251256281407,0.9999995901158064
9.64824120603015,0.010050251256281407,0.9999995930990965
9.683417085427136,0.010050251256281407,0.9999995960499342
9.71859296482412,0.010050251256281407,0.9999995989687883
9.753768844221106,0.010050251256281407,0.9999996018561204
9.78894472361809,0.010050251256281407,0.9999996047123817
9.824120603015075,0.010050251256281407,0.9999996075380172
9.85929648241206,0.010050251256281407,0.999999610333463
9.894472361809045,0.010050251256281407,0.9999996130991475
9.929648241206031,0.010050251256281407,0.9999996158354915
9.964824120603016,0.010050251256281407,0.9999996185429089
10.0,0.010050251256281407,0.9999996212218059
3.0,0.020100502512562814,0.9999831656444474
3.0351758793969847,0.020100502512562814,0.9999835535783304
3.07035175879397,0.020100502512562814,0.9999839282557337
3.1055276381909547,0.020100502512562814,0.999984290273847
3.14070351758794,0.020100502512562814,0.9999846401966058
3.1758793969849246,0.020100502512562814,0.9999849785568901
3.2110552763819094,0.020100502512562814,0.9999853058585545
3.2462311557788945,0.020100502512562814,0.9999856225783029
3.2814070351758793,0.020100502512562814,0.9999859291674288
3.3165829145728645,0.020100502512562814,0.99998622605342
3.351758793969849,0.020100502512562814,0.9999865136414516
3.3869346733668344,0.020100502512562814,0.9999867923157694
3.422110552763819,0.020100502512562814,0.9999870624409724
3.457286432160804,0.020100502512562814,0.9999873243632079
3.492462311557789,0.020100502512562814,0.9999875784112789
3.527638190954774,0.020100502512562814,0.9999878248976785
3.5628140703517586,0.020100502512562814,0.99998806411955
3.5979899497487438,0.020100502512562814,0.9999882963595826
3.6331658291457285,0.020100502512562814,0.999988521886849
3.6683417085427137,0.020100502512562814,0.9999887409575816
3.7035175879396984,0.020100502512562814,0.9999889538159044
3.7386934673366836,0.020100502512562814,0.9999891606945106
3.7738693467336684,0.020100502512562814,0.9999893618153
3.809045226130653,0.020100502512562814,0.9999895573899742
3.8442211055276383,0.020100502512562814,0.9999897476205934
3.879396984924623,0.020100502512562814,0.9999899327001005
3.914572864321608,0.020100502512562814,0.999990112812806
3.949748743718593,0.020100502512562814,0.9999902881348524
3.984924623115578,0.020100502512562814,0.999990458834642
4.0201005025125625,0.020100502512562814,0.9999906250732417
4.055276381909548,0.020100502512562814,0.9999907870047633
4.090452261306533,0.020100502512562814,0.9999909447767209
4.125628140703517,0.020100502512562814,0.9999910985303675
4.160804020100502,0.020100502512562814,0.9999912484010101
4.1959798994974875,0.020100502512562814,0.9999913945183083
4.231155778894472,0.020100502512562814,0.9999915370065547
4.266331658291457,0.020100502512562814,0.9999916759849391
4.301507537688442,0.020100502512562814,0.999991811567798
4.336683417085427,0.020100502512562814,0.9999919438648504
4.371859296482413,0.020100502512562814,0.9999920729814177
4.407035175879397,0.020100502512562814,0.9999921990186365
4.442211055276382,0.020100502512562814,0.9999923220736543
4.477386934673367,0.020100502512562814,0.9999924422398178
4.5125628140703515,0.020100502512562814,0.9999925596068494
4.547738693467337,0.020100502512562814,0.9999926742610161
4.582914572864322,0.020100502512562814,0.9999927862852854
4.618090452261306,0.020100502512562814,0.9999928957594789
4.653266331658291,0.020100502512562814,0.9999930027604109
4.688442211055277,0.020100502512562814,0.9999931073620266
4.723618090452261,0.020100502512562814,0.9999932096355271
4.758793969849246,0.020100502512562814,0.9999933096494924
4.793969849246231,0.020100502512562814,0.999993407469996
4.829145728643216,0.020100502512562814,0.9999935031607122
4.864321608040201,0.020100502512562814,0.9999935967830238
4.899497487437186,0.020100502512562814,0.9999936883961162
4.934673366834171,0.020100502512562814,0.999993778057074
4.969849246231156,0.020100502512562814,0.9999938658209679
5.005025125628141,0.020100502512562814,0.9999939517409409
5.040201005025126,0.020100502512562814,0.9999940358682882
5.075376884422111,0.020100502512562814,0.9999941182525328
5.110552763819095,0.020100502512562814,0.9999941989415003
5.1457286432160805,0.020100502512562814,0.9999942779813863
5.180904522613066,0.020100502512562814,0.9999943554168244
5.21608040201005,0.020100502512562814,0.9999944312909473
5.251256281407035,0.020100502512562814,0.9999945056454491
5.28643216080402,0.020100502512562814,0.9999945785206409
5.321608040201005,0.020100502512562814,0.9999946499555055
5.35678391959799,0.020100502512562814,0.9999947199877505
5.391959798994975,0.020100502512562814,0.9999947886538569
5.427135678391959,0.020100502512562814,0.9999948559891289
5.4623115577889445,0.020100502512562814,0.9999949220277359
5.49748743718593,0.020100502512562814,0.9999949868027583
5.532663316582914,0.020100502512562814,0.9999950503462282
5.5678391959799,0.020100502512562814,0.9999951126891694
5.603015075376884,0.020100502512562814,0.9999951738616347
5.638190954773869,0.020100502512562814,0.9999952338927419
5.673366834170855,0.020100502512562814,0.9999952928107098
5.708542713567839,0.020100502512562814,0.9999953506428899
5.743718592964824,0.020100502512562814,0.9999954074157987
5.778894472361809,0.020100502512562814,0.9999954631551489
5.814070351758794,0.020100502512562814,0.9999955178858764
5.849246231155779,0.020100502512562814,0.9999955716321711
5.884422110552764,0.020100502512562814,0.9999956244175006
5.919597989949748,0.020100502512562814,0.9999956762646387
5.954773869346734,0.020100502512562814,0.9999957271956872
5.989949748743719,0.020100502512562814,0.9999957772321023
6.025125628140703,0.020100502512562814,0.9999958263947145
6.060301507537688,0.020100502512562814,0.9999958747037523
6.0954773869346734,0.020100502512562814,0.9999959221788612
6.130653266331658,0.020100502512562814,0.9999959688391262
6.165829145728644,0.020100502512562814,0.9999960147030886
6.201005025125628,0.020100502512562814,0.9999960597887652
6.236180904522612,0.020100502512562814,0.9999961041136661
6.2713567839195985,0.020100502512562814,0.9999961476948127
6.306532663316583,0.020100502512562814,0.9999961905487516
6.341708542713568,0.020100502512562814,0.9999962326915723
6.376884422110553,0.020100502512562814,0.9999962741389224
6.4120603015075375,0.020100502512562814,0.999996314906021
6.447236180904523,0.020100502512562814,0.9999963550076725
6.482412060301508,0.020100502512562814,0.9999963944582825
6.517587939698492,0.020100502512562814,0.9999964332718667
6.552763819095477,0.020100502512562814,0.9999964714620674
6.5879396984924625,0.020100502512562814,0.9999965090421626
6.623115577889447,0.020100502512562814,0.9999965460250793
6.658291457286432,0.020100502512562814,0.9999965824234037
6.693467336683417,0.020100502512562814,0.9999966182493917
6.7286432160804015,0.020100502512562814,0.9999966535149807
6.763819095477387,0.020100502512562814,0.9999966882317972
6.798994974874372,0.020100502512562814,0.9999967224111691
6.834170854271356,0.020100502512562814,0.9999967560641327
6.869346733668342,0.020100502512562814,0.9999967892014423
6.9045226130653266,0.020100502512562814,0.9999968218335797
6.939698492462312,0.020100502512562814,0.9999968539707608
6.974874371859297,0.020100502512562814,0.9999968856229453
7.010050251256281,0.020100502512562814,0.9999969167998439
7.045226130653266,0.020100502512562814,0.9999969475109242
7.080402010050252,0.020100502512562814,0.9999969777654202
7.115577889447236,0.020100502512562814,0.9999970075723381
7.150753768844221,0.020100502512562814,0.9999970369404633
7.185929648241206,0.020100502512562814,0.9999970658783661
7.221105527638191,0.020100502512562814,0.999997094394409
7.256281407035176,0.020100502512562814,0.9999971224967519
7.291457286432161,0.020100502512562814,0.9999971501933592
7.326633165829145,0.020100502512562814,0.9999971774920041
7.36180904522613,0.020100502512562814,0.999997204400274
7.396984924623116,0.020100502512562814,0.9999972309255768
7.432160804020101,0.020100502512562814,0.9999972570751462
7.467336683417085,0.020100502512562814,0.9999972828560445
7.50251256281407,0.020100502512562814,0.9999973082751697
7.5376884422110555,0.020100502512562814,0.999997333339259
7.57286432160804,0.020100502512562814,0.9999973580548941
7.608040201005025,0.020100502512562814,0.9999973824285046
7.64321608040201,0.020100502512562814,0.999997406466371
7.678391959798995,0.020100502512562814,0.9999974301746326
7.71356783919598,0.020100502512562814,0.9999974535592873
7.748743718592965,0.020100502512562814,0.9999974766261989
7.78391959798995,0.020100502512562814,0.9999974993810968
7.819095477386934,0.020100502512562814,0.9999975218295836
7.8542713567839195,0.020100502512562814,0.999997543977136
7.889447236180905,0.020100502512562814,0.999997565829109
7.924623115577889,0.020100502512562814,0.999997587390739
7.959798994974874,0.020100502512562814,0.9999976086671469
7.994974874371859,0.020100502512562814,0.9999976296633412
8.030150753768844,0.020100502512562814,0.999997650384221
8.065326633165828,0.020100502512562814,0.9999976708345788
8.100502512562814,0.020100502512562814,0.9999976910191032
8.1356783919598,0.020100502512562814,0.9999977109423823
8.170854271356784,0.020100502512562814,0.9999977306089041
8.206030150753769,0.020100502512562814,0.9999977500230623
8.241206030150753,0.020100502512562814,0.9999977691891561
8.276381909547737,0.020100502512562814,0.9999977881113936
8.311557788944723,0.020100502512562814,0.9999978067938946
8.34673366834171,0.020100502512562814,0.9999978252406914
8.381909547738694,0.020100502512562814,0.9999978434557328
8.417085427135678,0.020100502512562814,0.9999978614428846
8.452261306532662,0.020100502512562814,0.9999978792059323
8.487437185929648,0.020100502512562814,0.9999978967485837
8.522613065326633,0.020100502512562814,0.9999979140744696
8.557788944723619,0.020100502512562814,0.9999979311871469
8.592964824120603,0.020100502512562814,0.9999979480900995
8.628140703517587,0.020100502512562814,0.9999979647867402
8.663316582914572,0.020100502512562814,0.9999979812804132
8.698492462311558,0.020100502512562814,0.9999979975743951
8.733668341708544,0.020100502512562814,0.9999980136718962
8.768844221105528,0.020100502512562814,0.9999980295760634
8.804020100502512,0.020100502512562814,0.9999980452899795
8.839195979899497,0.020100502512562814,0.9999980608166675
8.874371859296481,0.020100502512562814,0.9999980761590902
8.909547738693467,0.020100502512562814,0.9999980913201512
8.944723618090453,0.020100502512562814,0.9999981063026983
8.979899497487438,0.020100502512562814,0.9999981211095224
9.015075376884422,0.020100502512562814,0.9999981357433614
9.050251256281406,0.020100502512562814,0.9999981502068993
9.085427135678392,0.020100502512562814,0.9999981645027682
9.120603015075377,0.020100502512562814,0.9999981786335499
9.155778894472363,0.020100502512562814,0.9999981926017771
9.190954773869347,0.020100502512562814,0.9999982064099322
9.226130653266331,0.020100502512562814,0.9999982200604526
9.261306532663315,0.020100502512562814,0.9999982335557288
9.296482412060302,0.020100502512562814,0.9999982468981052
9.331658291457288,0.020100502512562814,0.9999982600898837
9.366834170854272,0.020100502512562814,0.9999982731333217
9.402010050251256,0.020100502512562814,0.9999982860306356
9.43718592964824,0.020100502512562814,0.9999982987839993
9.472361809045225,0.020100502512562814,0.9999983113955472
9.507537688442211,0.020100502512562814,0.9999983238673743
9.542713567839197,0.020100502512562814,0.999998336201537
9.577889447236181,0.020100502512562814,0.9999983484000539
9.613065326633166,0.020100502512562814,0.9999983604649065
9.64824120603015,0.020100502512562814,0.9999983723980409
9.683417085427136,0.020100502512562814,0.9999983842013671
9.71859296482412,0.020100502512562814,0.9999983958767614
9.753768844221106,0.020100502512562814,0.9999984074260663
9.78894472361809,0.020100502512562814,0.9999984188510898
9.824120603015075,0.020100502512562814,0.9999984301536096
9.85929648241206,0.020100502512562814,0.9999984413353704
9.894472361809045,0.020100502512562814,0.9999984523980866
9.929648241206031,0.020100502512562814,0.9999984633434421
9.964824120603016,0.020100502512562814,0.9999984741730907
10.0,0.020100502512562814,0.9999984848886582
3.0,0.03015075376884422,0.9999621233642055
3.0351758793969847,0.03015075376884422,0.9999629961851834
3.07035175879397,0.03015075376884422,0.9999638391807854
3.1055276381909547,0.03015075376884422,0.9999646536945748
3.14070351758794,0.03015075376884422,0.999965440995301
3.1758793969849246,0.03015075376884422,0.9999662022818484
3.2110552763819094,0.03015075376884422,0.9999669386877981
3.2462311557788945,0.03015075376884422,0.9999676512856532
3.2814070351758793,0.03015075376884422,0.9999683410907445
3.3165829145728645,0.03015075376884422,0.9999690090648498
3.351758793969849,0.03015075376884422,0.999969656119547
3.3869346733668344,0.03015075376884422,0.999970283119327
