kappa,mc_mean,mc_ci_low,mc_ci_high
0.0,0.003255807891376948,-0.007977685054772678,0.014489300837526572
0.5,0.15971172814310824,0.1487081490632403,0.17071530722297618
1.0,0.3130436220505493,0.3027884134610894,0.3232988306400092
2.0,0.5324642540584135,0.5241254970150967,0.5408030111017302
5.0,0.8007024149278846,0.7967725672621685,0.8046322625936008
10.0,0.900466855782743,0.8985426715808134,0.9023910399846726
