R_Ang,epsr,alpha_kcal_per_mol_per_e
8.868686868686869,2.0,0.6332761082730994
8.93939393939394,2.0,0.6232978000574547
9.01010101010101,2.0,0.6135534841968469
9.08080808080808,2.0,0.6040359012795086
9.151515151515152,2.0,0.594738071246875
9.222222222222221,2.0,0.5856532805922486
9.292929292929292,2.0,0.5767750702386578
9.363636363636363,2.0,0.5680972240550476
9.434343434343434,2.0,0.5596137579726626
9.505050505050505,2.0,0.5513189096660459
9.575757575757574,2.0,0.5432071287654223
9.646464646464647,2.0,0.5352730675694196
9.717171717171716,2.0,0.5275115722291139
9.787878787878787,2.0,0.5199176743762521
9.858585858585858,2.0,0.5124865831702667
9.929292929292929,2.0,0.5052136777403035
10.0,2.0,0.4980945
3.0,2.1818181818181817,5.073184722222223
3.0707070707070705,2.1818181818181817,4.842241074732732
3.1414141414141414,2.1818181818181817,4.626715513306315
3.212121212121212,2.1818181818181817,4.425265527100392
3.282828282828283,2.1818181818181817,4.236691608639053
3.3535353535353534,2.1818181818181817,4.05991935660564
3.4242424242424243,2.1818181818181817,3.8939841383428613
3.494949494949495,2.1818181818181817,3.738017902055699
3.5656565656565657,2.1818181818181817,3.591237801141972
3.6363636363636362,2.1818181818181817,3.4529363515625007
3.707070707070707,2.1818181818181817,3.322472890603539
3.7777777777777777,2.1818181818181817,3.1992661440311423
3.8484848484848486,2.1818181818181817,3.08278774025048
3.919191919191919,2.1818181818181817,2.97255653604594
3.9898989898989896,2.1818181818181817,2.86813363988143
4.0606060606060606,2.1818181818181817,2.769118036450212
4.1313131313131315,2.1818181818181817,2.6751427308690165
4.202020202020202,2.1818181818181817,2.5858713431634843
4.2727272727272725,2.1818181818181817,2.500995093933907
4.343434343434343,2.1818181818181817,2.4202301306787453
4.414141414141414,2.1818181818181817,2.343315151477465
4.484848484848484,2.1818181818181817,2.2700092888285246
4.555555555555555,2.1818181818181817,2.2000902215942895
4.626262626262626,2.1818181818181817,2.1333524873786733
4.696969696969697,2.1818181818181817,2.0696059713839747
4.767676767676767,2.1818181818181817,2.0086745509664072
4.838383838383838,2.1818181818181817,1.9503948778226214
4.909090909090909,2.1818181818181817,1.894615282064472
4.979797979797979,2.1818181818181817,1.8411947844364722
5.05050505050505,2.1818181818181817,1.7900022046500002
5.121212121212121,2.1818181818181817,1.7409153552921819
5.191919191919192,2.1818181818181817,1.693820312050523
5.262626262626263,2.1818181818181817,1.6486107521063509
5.333333333333333,2.1818181818181817,1.6051873535156251
5.404040404040404,2.1818181818181817,1.563457249235741
5.474747474747474,2.1818181818181817,1.5233335301891997
5.545454545454545,2.1818181818181817,1.4847347923945178
5.616161616161616,2.1818181818181817,1.44758472375427
5.686868686868687,2.1818181818181817,1.4118117265805175
5.757575757575758,2.1818181818181817,1.377348572368421
5.828282828282829,2.1818181818181817,1.3441320857074628
5.898989898989899,2.1818181818181817,1.3121028545532112
5.96969696969697,2.1818181818181817,1.2812049643768197
6.04040404040404,2.1818181818181817,1.251385753969475
6.111111111111111,2.1818181818181817,1.222595590909091
6.181818181818182,2.1818181818181817,1.1947876649005191
6.252525252525253,2.1818181818181817,1.1679177973815185
6.3232323232323235,2.1818181818181817,1.1419442659476466
6.393939393939394,2.1818181818181817,1.1168276422924015
6.4646464646464645,2.1818181818181817,1.0925306424865724
6.535353535353535,2.1818181818181817,1.0690179885346471
6.6060606060606055,2.1818181818181817,1.046256280247875
6.6767676767676765,2.1818181818181817,1.0242138765646422
6.747474747474747,2.1818181818181817,1.0028607855303615
6.818181818181818,2.1818181818181817,0.9821685622222222
6.888888888888889,2.1818181818181817,0.9621102139698229
6.959595959595959,2.1818181818181817,0.9426601122817403
7.03030303030303,2.1818181818181817,0.9237939109412159
7.101010101010101,2.1818181818181817,0.9054884697820152
7.171717171717171,2.1818181818181817,0.887721783698671
7.242424242424242,2.1818181818181817,0.8704729164843054
7.313131313131313,2.1818181818181817,0.8537219391244544
7.383838383838384,2.1818181818181817,0.8374498722071784
7.454545454545454,2.1818181818181817,0.8216386321386081
7.525252525252525,2.1818181818181817,0.8062709808792397
7.595959595959596,2.1818181818181817,0.7913304789400252
7.666666666666666,2.1818181818181817,0.7768014413988659
7.737373737373737,2.1818181818181817,0.7626688967177158
7.808080808080808,2.1818181818181817,0.7489185481583321
7.878787878787879,2.1818181818181817,0.7355367376109468
7.949494949494949,2.1818181818181817,0.7225104116649366
8.02020202020202,2.1818181818181817,0.7098270897640679
8.09090909090909,2.1818181818181817,0.6974748343012247
8.161616161616163,2.1818181818181817,0.6854422225187787
8.232323232323232,2.1818181818181817,0.6737183200910837
8.303030303030303,2.1818181818181817,0.6622926562749748
8.373737373737374,2.1818181818181817,0.6511552005228151
8.444444444444445,2.1818181818181817,0.6402963404605263
8.515151515151516,2.1818181818181817,0.6297068611403098
8.585858585858585,2.1818181818181817,0.6193779254844293
8.656565656565657,2.1818181818181817,0.6093010558425431
8.727272727272727,2.1818181818181817,0.599468116590712
8.797979797979798,2.1818181818181817,0.5898712977053706
8.868686868686869,2.1818181818181817,0.5805030992503412
8.93939393939394,2.1818181818181817,0.5713563167193336
9.01010101010101,2.1818181818181817,0.5624240271804429
9.08080808080808,2.1818181818181817,0.5536995761728829
9.151515151515152,2.1818181818181817,0.5451765653096355
9.222222222222221,2.1818181818181817,0.5368488405428946
9.292929292929292,2.1818181818181817,0.528710481052103
9.363636363636363,2.1818181818181817,0.520755788717127
9.434343434343434,2.1818181818181817,0.5129792781416074
9.505050505050505,2.1818181818181817,0.5053756671938754
9.575757575757574,2.1818181818181817,0.49793986803497053
9.646464646464647,2.1818181818181817,0.49066697860530134
9.717171717171716,2.1818181818181817,0.4835522745433545
9.787878787878787,2.1818181818181817,0.4765912015115644
9.858585858585858,2.1818181818181817,0.4697793679060779
9.929292929292929,2.1818181818181817,0.46311253792861146
10.0,2.1818181818181817,0.456586625
3.0,2.3636363636363638,4.682939743589743
3.0707070707070705,2.3636363636363638,4.469760992060983
3.1414141414141414,2.3636363636363638,4.2708143199750594
3.212121212121212,2.3636363636363638,4.0848604865542075
3.282828282828283,2.3636363636363638,3.9107922541283564
3.3535353535353534,2.3636363636363638,3.747617867635975
3.4242424242424243,2.3636363636363638,3.5944468969318715
3.494949494949495,2.3636363636363638,3.4504780634360297
3.5656565656565657,2.3636363636363638,3.314988739515666
3.6363636363636362,2.3636363636363638,3.1873258629807695
3.707070707070707,2.3636363636363638,3.066898052864804
3.7777777777777777,2.3636363636363638,2.9531687483364384
3.8484848484848486,2.3636363636363638,2.845650221769674
3.919191919191919,2.3636363636363638,2.7438983409654827
3.9898989898989896,2.3636363636363638,2.647507975275166
4.0606060606060606,2.3636363636363638,2.5561089567232718
4.1313131313131315,2.3636363636363638,2.469362520802169
4.202020202020202,2.3636363636363638,2.386958162920139
4.2727272727272725,2.3636363636363638,2.308610855938991
4.343434343434343,2.3636363636363638,2.2340585821649954
4.414141414141414,2.3636363636363638,2.163060139825352
4.484848484848484,2.3636363636363638,2.095393189687869
4.555555555555555,2.3636363636363638,2.0308525122408825
4.626262626262626,2.3636363636363638,1.9692484498880056
4.696969696969697,2.3636363636363638,1.9104055120467458
4.767676767676767,2.3636363636363638,1.8541611239689912
4.838383838383838,2.3636363636363638,1.8003645026054964
4.909090909090909,2.3636363636363638,1.7488756449825893
4.979797979797979,2.3636363636363638,1.6995644164028971
5.05050505050505,2.3636363636363638,1.6523097273692309
5.121212121212121,2.3636363636363638,1.6069987895004754
5.191919191919192,2.3636363636363638,1.5635264418927903
5.262626262626263,2.3636363636363638,1.5217945404058622
5.333333333333333,2.3636363636363638,1.4817114032451921
5.404040404040404,2.3636363636363638,1.443191306986838
5.474747474747474,2.3636363636363638,1.4061540278669535
5.545454545454545,2.3636363636363638,1.3705244237487857
5.616161616161616,2.3636363636363638,1.3362320526962492
5.686868686868687,2.3636363636363638,1.303210824535862
5.757575757575758,2.3636363636363638,1.2713986821862344
5.828282828282829,2.3636363636363638,1.240737309883812
5.898989898989899,2.3636363636363638,1.2111718657414257
5.96969696969697,2.3636363636363638,1.1826507363478334
6.04040404040404,2.3636363636363638,1.1551253113564381
6.111111111111111,2.3636363636363638,1.1285497762237762
6.181818181818182,2.3636363636363638,1.102880921446633
6.252525252525253,2.3636363636363638,1.0780779668137093
6.3232323232323235,2.3636363636363638,1.054102399336289
6.393939393939394,2.3636363636363638,1.0309178236545244
6.4646464646464645,2.3636363636363638,1.008489823833759
6.535353535353535,2.3636363636363638,0.9867858355704434
6.6060606060606055,2.3636363636363638,0.9657750279211152
6.6767676767676765,2.3636363636363638,0.9454281937519774
6.747474747474747,2.3636363636363638,0.925717648181872
6.818181818181818,2.3636363636363638,0.9066171343589743
6.888888888888889,2.3636363636363638,0.8881017359721441
6.959595959595959,2.3636363636363638,0.8701477959523756
7.03030303030303,2.3636363636363638,0.8527328408688146
7.101010101010101,2.3636363636363638,0.835835510568014
7.171717171717171,2.3636363636363638,0.819435492644927
7.242424242424242,2.3636363636363638,0.8035134613701279
7.313131313131313,2.3636363636363638,0.7880510207302655
7.383838383838384,2.3636363636363638,0.7730306512681645
7.454545454545454,2.3636363636363638,0.7584356604356381
7.525252525252525,2.3636363636363638,0.7442501361962212
7.595959595959596,2.3636363636363638,0.7304589036369462
7.666666666666666,2.3636363636363638,0.7170474843681838
7.737373737373737,2.3636363636363638,0.7040020585086606
7.808080808080808,2.3636363636363638,0.6913094290692295
7.878787878787879,2.3636363636363638,0.6789569885639508
7.949494949494949,2.3636363636363638,0.6669326876907106
8.02020202020202,2.3636363636363638,0.6552250059360627
8.09090909090909,2.3636363636363638,0.6438229239703613
8.161616161616163,2.3636363636363638,0.6327158977096418
8.232323232323232,2.3636363636363638,0.621893833930231
8.303030303030303,2.3636363636363638,0.6113470673307458
8.373737373737374,2.3636363636363638,0.601066338944137
8.444444444444445,2.3636363636363638,0.5910427758097165
8.515151515151516,2.3636363636363638,0.5812678718218243
8.585858585858585,2.3636363636363638,0.5717334696779346
8.656565656565657,2.3636363636363638,0.5624317438546551
8.727272727272727,2.3636363636363638,0.5533551845452724
8.797979797979798,2.3636363636363638,0.5444965824972651
8.868686868686869,2.3636363636363638,0.5358490146926225
8.93939393939394,2.3636363636363638,0.5274058308178463
9.01010101010101,2.3636363636363638,0.519160640474255
9.08080808080808,2.3636363636363638,0.5111073010826611
9.151515151515152,2.3636363636363638,0.5032399064396634
9.222222222222221,2.3636363636363638,0.49555277588574875
9.292929292929292,2.3636363636363638,0.4880404440480951
9.363636363636363,2.3636363636363638,0.48069765112350177
9.434343434343434,2.3636363636363638,0.473519333669176
9.505050505050505,2.3636363636363638,0.46650061587126956
9.575757575757574,2.3636363636363638,0.4596368012630496
9.646464646464647,2.3636363636363638,0.4529233648664319
9.717171717171716,2.3636363636363638,0.4463559457323272
9.787878787878787,2.3636363636363638,0.43993033985682867
9.858585858585858,2.3636363636363638,0.43364249345176414
9.929292929292929,2.3636363636363638,0.42748849654948745
10.0,2.3636363636363638,0.4214645769230769
3.0,2.5454545454545454,4.348444047619047
3.0707070707070705,2.5454545454545454,4.150492349770912
3.1414141414141414,2.5454545454545454,3.965756154262555
3.212121212121212,2.5454545454545454,3.7930847375146217
3.282828282828283,2.5454545454545454,3.631449950262045
3.3535353535353534,2.5454545454545454,3.4799308770905486
3.4242424242424243,2.5454545454545454,3.337700690008167
3.494949494949495,2.5454545454545454,3.2040153446191706
3.5656565656565657,2.5454545454545454,3.0782038295502616
3.6363636363636362,2.5454545454545454,2.9596597299107144
3.707070707070707,2.5454545454545454,2.8478339062316045
3.7777777777777777,2.5454545454545454,2.7422281234552646
3.8484848484848486,2.5454545454545454,2.642389491643269
3.919191919191919,2.5454545454545454,2.5479056023250912
3.9898989898989896,2.5454545454545454,2.4584002627555113
4.0606060606060606,2.5454545454545454,2.373529745528753
4.1313131313131315,2.5454545454545454,2.292979483602014
4.202020202020202,2.5454545454545454,2.216461151282986
4.2727272727272725,2.5454545454545454,2.1437100805147775
4.343434343434343,2.5454545454545454,2.0744829691532103
4.414141414141414,2.5454545454545454,2.008555844123541
4.484848484848484,2.5454545454545454,1.9457222475673068
4.555555555555555,2.5454545454545454,1.8857916185093906
4.626262626262626,2.5454545454545454,1.828587846324577
4.696969696969697,2.5454545454545454,1.7739479754719785
4.767676767676767,2.5454545454545454,1.721721043685492
4.838383838383838,2.5454545454545454,1.6717670381336753
4.909090909090909,2.5454545454545454,1.6239559560552614
4.979797979797979,2.5454545454545454,1.5781669580884046
5.05050505050505,2.5454545454545454,1.5342876039857145
5.121212121212121,2.5454545454545454,1.4922131616790129
5.191919191919192,2.5454545454545454,1.4518459817575913
5.262626262626263,2.5454545454545454,1.413094930376872
5.333333333333333,2.5454545454545454,1.3758748744419642
5.404040404040404,2.5454545454545454,1.3401062136306352
5.474747474747474,2.5454545454545454,1.3057144544478856
5.545454545454545,2.5454545454545454,1.272629822052444
5.616161616161616,2.5454545454545454,1.2407869060750887
5.686868686868687,2.5454545454545454,1.210124337069015
5.757575757575758,2.5454545454545454,1.1805844906015035
5.828282828282829,2.5454545454545454,1.1521132163206824
5.898989898989899,2.5454545454545454,1.1246595896170382
5.96969696969697,2.5454545454545454,1.0981756837515597
6.04040404040404,2.5454545454545454,1.072616360545264
6.111111111111111,2.5454545454545454,1.047939077922078
6.181818181818182,2.5454545454545454,1.0241037127718735
6.252525252525253,2.5454545454545454,1.001072397755587
6.3232323232323235,2.5454545454545454,0.9788093708122684
6.393939393939394,2.5454545454545454,0.9572808362506299
6.4646464646464645,2.5454545454545454,0.936454836417062
6.535353535353535,2.5454545454545454,0.9163011330296975
6.6060606060606055,2.5454545454545454,0.8967910973553214
6.6767676767676765,2.5454545454545454,0.8778976084839791
6.747474747474747,2.5454545454545454,0.859594959026024
6.818181818181818,2.5454545454545454,0.8418587676190474
6.888888888888889,2.5454545454545454,0.8246658976884197
6.959595959595959,2.5454545454545454,0.8079943819557773
7.03030303030303,2.5454545454545454,0.7918233522353278
7.101010101010101,2.5454545454545454,0.77613297409887
7.171717171717171,2.5454545454545454,0.7609043860274324
7.242424242424242,2.5454545454545454,0.7461196427008331
7.313131313131313,2.5454545454545454,0.731761662106675
7.383838383838384,2.5454545454545454,0.7178141761775814
7.454545454545454,2.5454545454545454,0.7042616846902354
7.525252525252525,2.5454545454545454,0.6910894121822054
7.595959595959596,2.5454545454545454,0.6782832676628787
7.666666666666666,2.5454545454545454,0.6658298069133135
7.737373737373737,2.5454545454545454,0.6537161971866134
7.808080808080808,2.5454545454545454,0.6419301841357131
7.878787878787879,2.5454545454545454,0.6304600608093829
7.949494949494949,2.5454545454545454,0.6192946385699455
8.02020202020202,2.5454545454545454,0.6084232197977725
8.09090909090909,2.5454545454545454,0.5978355722581926
8.161616161616163,2.5454545454545454,0.587521905016096
8.232323232323232,2.5454545454545454,0.5774728457923574
8.303030303030303,2.5454545454545454,0.567679419664264
8.373737373737374,2.5454545454545454,0.5581330290195559
8.444444444444445,2.5454545454545454,0.5488254346804511
8.515151515151516,2.5454545454545454,0.5397487381202655
8.585858585858585,2.5454545454545454,0.5308953647009393
8.656565656565657,2.5454545454545454,0.5222580478650369
8.727272727272727,2.5454545454545454,0.5138298142206102
8.797979797979798,2.5454545454545454,0.5056039694617462
8.868686868686869,2.5454545454545454,0.497574085071721
8.93939393939394,2.5454545454545454,0.4897339857594287
9.01010101010101,2.5454545454545454,0.4820777375832368
9.08080808080808,2.5454545454545454,0.47459963671961397
9.151515151515152,2.5454545454545454,0.4672941988368304
9.222222222222221,2.5454545454545454,0.46015614903676677
9.292929292929292,2.5454545454545454,0.45318041233037404
9.363636363636363,2.5454545454545454,0.4463621046146803
9.434343434343434,2.5454545454545454,0.4396965241213777
9.505050505050505,2.5454545454545454,0.43317914330903606
9.575757575757574,2.5454545454545454,0.42680560117283184
9.646464646464647,2.5454545454545454,0.4205716959474011
9.717171717171716,2.5454545454545454,0.41447337818001806
9.787878787878787,2.5454545454545454,0.40850674415276955
9.858585858585858,2.5454545454545454,0.402668029633781
9.929292929292929,2.5454545454545454,0.3969536039388098
10.0,2.5454545454545454,0.3913599642857143
3.0,2.7272727272727275,4.058547777777777
3.0707070707070705,2.7272727272727275,3.8737928597861844
3.1414141414141414,2.7272727272727275,3.701372410645051
3.212121212121212,2.7272727272727275,3.5402124216803132
3.282828282828283,2.7272727272727275,3.389353286911242
3.3535353535353534,2.7272727272727275,3.2479354852845117
3.4242424242424243,2.7272727272727275,3.1151873106742887
3.494949494949495,2.7272727272727275,2.990414321644559
3.5656565656565657,2.7272727272727275,2.8729902409135772
3.6363636363636362,2.7272727272727275,2.76234908125
3.707070707070707,2.7272727272727275,2.6579783124828302
3.7777777777777777,2.7272727272727275,2.559412915224913
3.8484848484848486,2.7272727272727275,2.466230192200384
3.919191919191919,2.7272727272727275,2.3780452288367515
3.9898989898989896,2.7272727272727275,2.2945069119051436
4.0606060606060606,2.7272727272727275,2.215294429160169
4.1313131313131315,2.7272727272727275,2.140114184695213
4.202020202020202,2.7272727272727275,2.0686970745307867
4.2727272727272725,2.7272727272727275,2.000796075147125
4.343434343434343,2.7272727272727275,1.936184104542996
4.414141414141414,2.7272727272727275,1.8746521211819716
4.484848484848484,2.7272727272727275,1.8160074310628196
4.555555555555555,2.7272727272727275,1.760072177275431
4.626262626262626,2.7272727272727275,1.7066819899029382
4.696969696969697,2.7272727272727275,1.6556847771071797
4.767676767676767,2.7272727272727275,1.6069396407731256
4.838383838383838,2.7272727272727275,1.5603159022580968
4.909090909090909,2.7272727272727275,1.5156922256515775
4.979797979797979,2.7272727272727275,1.4729558275491776
5.05050505050505,2.7272727272727275,1.4320017637200002
5.121212121212121,2.7272727272727275,1.392732284233745
5.191919191919192,2.7272727272727275,1.3550562496404182
5.262626262626263,2.7272727272727275,1.3188886016850805
5.333333333333333,2.7272727272727275,1.2841498828125
5.404040404040404,2.7272727272727275,1.2507657993885928
5.474747474747474,2.7272727272727275,1.2186668241513596
5.545454545454545,2.7272727272727275,1.1877878339156143
5.616161616161616,2.7272727272727275,1.158067779003416
5.686868686868687,2.7272727272727275,1.1294493812644137
5.757575757575758,2.7272727272727275,1.1018788578947365
5.828282828282829,2.7272727272727275,1.07530566856597
5.898989898989899,2.7272727272727275,1.0496822836425688
5.96969696969697,2.7272727272727275,1.0249639715014556
6.04040404040404,2.7272727272727275,1.0011086031755798
6.111111111111111,2.7272727272727275,0.9780764727272726
6.181818181818182,2.7272727272727275,0.9558301319204151
6.252525252525253,2.7272727272727275,0.9343342379052146
6.3232323232323235,2.7272727272727275,0.9135554127581171
6.393939393939394,2.7272727272727275,0.893462113833921
6.4646464646464645,2.7272727272727275,0.8740245139892577
6.535353535353535,2.7272727272727275,0.8552143908277177
6.6060606060606055,2.7272727272727275,0.8370050241982998
6.6767676767676765,2.7272727272727275,0.8193711012517138
6.747474747474747,2.7272727272727275,0.8022886284242889
6.818181818181818,2.7272727272727275,0.7857348497777776
6.888888888888889,2.7272727272727275,0.7696881711758582
6.959595959595959,2.7272727272727275,0.754128089825392
7.03030303030303,2.7272727272727275,0.7390351287529725
7.101010101010101,2.7272727272727275,0.7243907758256121
7.171717171717171,2.7272727272727275,0.7101774269589367
7.242424242424242,2.7272727272727275,0.6963783331874441
7.313131313131313,2.7272727272727275,0.6829775512995633
7.383838383838384,2.7272727272727275,0.6699598977657426
7.454545454545454,2.7272727272727275,0.6573109057108865
7.525252525252525,2.7272727272727275,0.6450167847033916
7.595959595959596,2.7272727272727275,0.6330643831520201
7.666666666666666,2.7272727272727275,0.6214411531190925
7.737373737373737,2.7272727272727275,0.6101351173741725
7.808080808080808,2.7272727272727275,0.5991348385266655
7.878787878787879,2.7272727272727275,0.5884293900887574
7.949494949494949,2.7272727272727275,0.5780083293319491
8.02020202020202,2.7272727272727275,0.5678616718112544
8.09090909090909,2.7272727272727275,0.5579798674409797
8.161616161616163,2.7272727272727275,0.5483537780150228
8.232323232323232,2.7272727272727275,0.5389746560728669
8.303030303030303,2.7272727272727275,0.5298341250199797
8.373737373737374,2.7272727272727275,0.5209241604182521
8.444444444444445,2.7272727272727275,0.512237072368421
8.515151515151516,2.7272727272727275,0.5037654889122477
8.585858585858585,2.7272727272727275,0.4955023403875433
8.656565656565657,2.7272727272727275,0.48744084467403437
8.727272727272727,2.7272727272727275,0.47957449327256946
8.797979797979798,2.7272727272727275,0.4718970381642964
8.868686868686869,2.7272727272727275,0.46440247940027285
8.93939393939394,2.7272727272727275,0.4570850533754668
9.01010101010101,2.7272727272727275,0.44993922174435436
9.08080808080808,2.7272727272727275,0.4429596609383063
9.151515151515152,2.7272727272727275,0.4361412522477083
9.222222222222221,2.7272727272727275,0.4294790724343156
9.292929292929292,2.7272727272727275,0.42296838484168237
9.363636363636363,2.7272727272727275,0.41660463097370154
9.434343434343434,2.7272727272727275,0.4103834225132858
9.505050505050505,2.7272727272727275,0.4043005337551003
9.575757575757574,2.7272727272727275,0.3983518944279763
9.646464646464647,2.7272727272727275,0.392533582884241
9.717171717171716,2.7272727272727275,0.3868418196346835
9.787878787878787,2.7272727272727275,0.38127296120925147
9.858585858585858,2.7272727272727275,0.3758234943248623
9.929292929292929,2.7272727272727275,0.3704900303428892
10.0,2.7272727272727275,0.36526929999999996
3.0,2.909090909090909,3.8048885416666662
3.0707070707070705,2.909090909090909,3.6316808060495482
3.1414141414141414,2.909090909090909,3.470036634979736
3.212121212121212,2.909090909090909,3.318949145325294
3.282828282828283,2.909090909090909,3.1775187064792894
3.3535353535353534,2.909090909090909,3.04493951745423
3.4242424242424243,2.909090909090909,2.9204881037571457
3.494949494949495,2.909090909090909,2.803513426541774
3.5656565656565657,2.909090909090909,2.693428350856479
3.6363636363636362,2.909090909090909,2.589702263671875
3.707070707070707,2.909090909090909,2.4918546679526536
3.7777777777777777,2.909090909090909,2.3994496080233563
3.8484848484848486,2.909090909090909,2.31209080518786
3.919191919191919,2.909090909090909,2.229417402034455
3.9898989898989896,2.909090909090909,2.1511002299110724
4.0606060606060606,2.909090909090909,2.0768385273376584
4.1313131313131315,2.909090909090909,2.0063570481517625
4.202020202020202,2.909090909090909,1.9394035073726128
4.2727272727272725,2.909090909090909,1.87574632045043
4.343434343434343,2.909090909090909,1.815172598009059
4.414141414141414,2.909090909090909,1.7574863636080984
4.484848484848484,2.909090909090909,1.7025069666213934
4.555555555555555,2.909090909090909,1.6500676661957168
4.626262626262626,2.909090909090909,1.6000143655340047
4.696969696969697,2.909090909090909,1.552204478537981
4.767676767676767,2.909090909090909,1.5065059132248055
4.838383838383838,2.909090909090909,1.462796158366966
4.909090909090909,2.909090909090909,1.420961461548354
4.979797979797979,2.909090909090909,1.380896088327354
5.05050505050505,2.909090909090909,1.3425016534875003
5.121212121212121,2.909090909090909,1.3056865164691362
5.191919191919192,2.909090909090909,1.2703652340378921
5.262626262626263,2.909090909090909,1.2364580640797629
5.333333333333333,2.909090909090909,1.2038905151367187
5.404040404040404,2.909090909090909,1.1725929369268058
5.474747474747474,2.909090909090909,1.1425001476418999
5.545454545454545,2.909090909090909,1.1135510942958884
5.616161616161616,2.909090909090909,1.0856885428157024
5.686868686868687,2.909090909090909,1.058858794935388
5.757575757575758,2.909090909090909,1.0330114292763155
5.828282828282829,2.909090909090909,1.0080990642805971
5.898989898989899,2.909090909090909,0.9840771409149083
5.96969696969697,2.909090909090909,0.9609037232826148
6.04040404040404,2.909090909090909,0.938539315477106
6.111111111111111,2.909090909090909,0.9169466931818182
6.181818181818182,2.909090909090909,0.8960907486753893
6.252525252525253,2.909090909090909,0.8759383480361387
6.3232323232323235,2.909090909090909,0.8564581994607348
6.393939393939394,2.909090909090909,0.8376207317193011
6.4646464646464645,2.909090909090909,0.8193979818649292
6.535353535353535,2.909090909090909,0.8017634914009854
6.6060606060606055,2.909090909090909,0.7846922101859062
6.6767676767676765,2.909090909090909,0.7681604074234816
6.747474747474747,2.909090909090909,0.752145589147771
6.818181818181818,2.909090909090909,0.7366264216666666
6.888888888888889,2.909090909090909,0.7215826604773671
6.959595959595959,2.909090909090909,0.7069950842113051
7.03030303030303,2.909090909090909,0.6928454332059119
7.101010101010101,2.909090909090909,0.6791163523365114
7.171717171717171,2.909090909090909,0.6657913377740032
7.242424242424242,2.909090909090909,0.6528546873632289
